COMPANY CODE,APPLICATION,TRAN_TY,TRAN_TX_FLAG,SUPPLY_FROM_LOC,CUST_HOME_LOC,COMPANY GSTIN,COMPANY_LEGALNAME,COMPANY_TRADENAME,COMPANY_ADDRESS1,COMPANY_ADDRESS2,COMPANY_LOCATION,COMPANY_PINCODE,COMPANY_STATECODE,COMPANY_PHONE,COMPANY_EMAIL,ERP TRANSACTION REF,POSTING DATE,Document Number,DOCUMENT DATE,GST_FP,LEDGER_CODE,LEDGER_DESCRIPTION,TRAN_ORG_DOC,ORG_DOC_DATE,ORG_DOC_TYP,PARENT_DOC_NO,PARENT_DOC_DATE,REASON,TRAN_INVOICE_TYPE,INVOICE_TYPE,INVOICE_SUB_TYPE,RCM_APP,ECOMM_GSTIN,TRAN_INR_FLAG,A_TAG,TRAN_SHIPPING_TYPE,IGST_ACT,REFUND_FLAG,CLAIM_FLAG,DOC_INVALID,TRAN_CUST_TYPE,TRAN_CUST_ACCNO,TRAN_CUST_GSTINNO,CUSTOMER_LEGALNAME,TRAN_CUST_TRADE_NM,CUSTOMER_ADDRESS1,CUSTOMER_ADDRESS2,CUSTOMER_LOCATION,CUSTOMER_PINCODE,TRAN_CUST_STATE,CUSTOMER_PHONE,CUSTOMER_EMAIL,POS,ITEM_LINENO,TRAN_INV_VALUE,INV_ROUND_OFF_VAL,HSN,SKU,ITEM_PRODUCTDESC,ITEM_IS_SERVICE,UQC,QUANTITY,ITEM_FREEQTY,ITEM_UNITPRICE,ITEM_DISCOUNT,INVOICE_DISCOUNT,ITEM_OTHERCHARGES,INVOICE_OTHERCHARGES,TRAN_TAX_VAL,IGST_Rate,IGST_AMT,CGST_Rate,CGST_AMT,SGST_Rate,SGST_AMT,CESS_RATE,CESS_AMT,CESS_NADVL_AMT,STCESS_ADVL_RATE,STCESS_ADVL_AMT,STCESS_NADVL_AMT,RATIO_ITC_REVERSAL_NUMERATOR,RATIO_ITC_REVERSAL_DENOMINATOR,DIFFERENTIATOR,ITEM_PRETAXVALUE,ITEM_BARCODE,ITEM_ORIGIN_COUNTRY,ITEM_ATTRIBUTENAME,ITEM_ATTRIBUTEVALUE,SHIP_BILL_No,SHIP_BILL_DATE,SHIP_PORT_CODE,INV_FOREIGN_VAL,TRAN_FOREIGN_CURRENCY,TRAN_FOREIGN_COUNTRY,EXPORT_DUTY,DISPATCH_GSTIN,DISPATCH_LEGALNAME,DISPATCH_TRADENAME,DISPATCH_ADDRESS1,DISPATCH_ADDRESS2,Dispatch_Location,DISPATCH_PINCODE,DISPATCH_STATECODE,DISPATCH_PHONE,DISPATCH_EMAIL,SHIPPING_GSTIN,SHIPPING_LEGALNAME,SHIPPING_TRADENAME,SHIPPING_ADDRESS1,SHIPPING_ADDRESS2,SHIPPING_LOCATION,SHIPPING_PINCODE,SHIPPING_STATECODE,SHIPPING_PHONE,SHIPPING_EMAIL,REFERENCE_VENDORPO,REFERENCE_VENDORPO_DATE,ORDER_LINENO,REFERENCE_LOTNO,REFERENCE_CONTRACTNO,REFERENCE_PROJECTNO,REFERENCE_OTHER,REFERENCE_ADVICENO,REFERENCE_ADVICEDATE,REFERENCE_INVOICE_STARTDATE,REFERENCE_INVOICE_ENDDATE,REFERENCE_INVOICE_REMARKS,REFERENCE_PREC_OTHERREFERENCE,ADDITIONAL_DOCS_URL,ADDITIONAL_DOCS_BASE64,ADDITIONAL_DOCS_OTHERINFO,PAYMENT_PAYEENAME,PAYMENT_ACCOUNT,PAYMENT_MODE,PAYMENT_BRANCH,PAYMENT_DUEDATE,PAYMENT_PAIDAMOUNT,PAYMENT_PAYMENTDUE,PAYMENT_CREDITTRANSFER,PAYMENT_CREDITDAYS,PAYMENT_DIRECTDEBIT,PAYMENT_TERMS,PAYMENT_INSTRUCTION,BATCH_NAME,BATCH_EXPIRYDATE,BATCH_WARRANTYDATE,EWAY_TRANSPORTERID,EWAY_TRANSPORTERNAME,EWAY_TRANSPORTMODE,EWAY_TRANSPORTDISTANCE,EWAY_TRANSPORTERDOCNO,EWAY_TRANSPORTERDOCDATE,EWAY_TRANSPORTVEHICLENO,EWAY_TRANSPORTVEHICLETYPE,DAT01,DAT02,DAT03,DAT04,DAT05,MIS01,MIS02,MIS03,MIS04,MIS05,
OPC,ERP Applications,Lease Rental,E,Andhra Pradesh,NA,37AAACO7555K1Z0,OPC Asset Solutions Private Limited,OPC Asset Solutions Private Limited,2ND FLOOR H No 26 23 26 Sundaramma st. ,Gandhi Nagar Krishna ,Andhra Pradesh,520003,37,,,AP/APR22/020,20220411,AP/APR22/020,20220411,202204,01,Lease Rental,,,,,,,IN,TAX INVOICE,Regular,N,,Y,N,,N,N,N,N,B2B,,37AABCI4082J1ZF,Hitachi Payment Services Pvt. Ltd.,Hitachi Payment Services Pvt. Ltd.,8 117 POLICE GROUND,OPP COURT MAIN RAOD CHODAVARAM ,Andhra Pradesh,531036,37,,,37,1,                6246,                0.00,997319,,Rental services other machinery & equipment,Y,OTH,1,0,5294.0000,0,0,0,0,5294.0000,                0.00,0.0000,                9.00,476.0000,                9.00,476.0000,                0.00,                0.00,0,0,0,0,0,0,,0,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,PPSPL2655,
OPC,ERP Applications,Lease Rental,E,Andhra Pradesh,NA,37AAACO7555K1Z0,OPC Asset Solutions Private Limited,OPC Asset Solutions Private Limited,2ND FLOOR H No 26 23 26 Sundaramma st. ,Gandhi Nagar Krishna ,Andhra Pradesh,520003,37,,,AP/APR22/020,20220411,AP/APR22/020,20220411,202204,01,Lease Rental,,,,,,,IN,TAX INVOICE,Regular,N,,Y,N,,N,N,N,N,B2B,,37AABCI4082J1ZF,Hitachi Payment Services Pvt. Ltd.,Hitachi Payment Services Pvt. Ltd.,8 117 POLICE GROUND,OPP COURT MAIN RAOD CHODAVARAM ,Andhra Pradesh,531036,37,,,37,2,                3119,                0.00,997314,,Rental services office machinery & equipment,Y,OTH,1,0,2643.0000,0,0,0,0,2643.0000,                0.00,0.0000,                9.00,238.0000,                9.00,238.0000,                0.00,                0.00,0,0,0,0,0,0,,0,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,PPSPL2655,
OPC,ERP Applications,Lease Rental,E,Andhra Pradesh,NA,37AAACO7555K1Z0,OPC Asset Solutions Private Limited,OPC Asset Solutions Private Limited,2ND FLOOR H No 26 23 26 Sundaramma st. ,Gandhi Nagar Krishna ,Andhra Pradesh,520003,37,,,AP/APR22/020,20220411,AP/APR22/020,20220411,202204,01,Lease Rental,,,,,,,IN,TAX INVOICE,Regular,N,,Y,N,,N,N,N,N,B2B,,37AABCI4082J1ZF,Hitachi Payment Services Pvt. Ltd.,Hitachi Payment Services Pvt. Ltd.,8 117 POLICE GROUND,OPP COURT MAIN RAOD CHODAVARAM ,Andhra Pradesh,531036,37,,,37,3,                 931,                0.00,997314,,Rental services office machinery & equipment,Y,OTH,1,0,789.0000,0,0,0,0,789.0000,                0.00,0.0000,                9.00,71.0000,                9.00,71.0000,                0.00,                0.00,0,0,0,0,0,0,,0,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,PPSPL2655,
OPC,ERP Applications,Lease Rental,E,Andhra Pradesh,NA,37AAACO7555K1Z0,OPC Asset Solutions Private Limited,OPC Asset Solutions Private Limited,2ND FLOOR H No 26 23 26 Sundaramma st. ,Gandhi Nagar Krishna ,Andhra Pradesh,520003,37,,,AP/APR22/020,20220411,AP/APR22/020,20220411,202204,01,Lease Rental,,,,,,,IN,TAX INVOICE,Regular,N,,Y,N,,N,N,N,N,B2B,,37AABCI4082J1ZF,Hitachi Payment Services Pvt. Ltd.,Hitachi Payment Services Pvt. Ltd.,8 117 POLICE GROUND,OPP COURT MAIN RAOD CHODAVARAM ,Andhra Pradesh,531036,37,,,37,4,                 685,                0.00,997314,,Rental services office machinery & equipment,Y,OTH,1,0,581.0000,0,0,0,0,581.0000,                0.00,0.0000,                9.00,52.0000,                9.00,52.0000,                0.00,                0.00,0,0,0,0,0,0,,0,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,PPSPL2655,
OPC,ERP Applications,Lease Rental,E,Andhra Pradesh,NA,37AAACO7555K1Z0,OPC Asset Solutions Private Limited,OPC Asset Solutions Private Limited,2ND FLOOR H No 26 23 26 Sundaramma st. ,Gandhi Nagar Krishna ,Andhra Pradesh,520003,37,,,AP/APR22/020,20220411,AP/APR22/020,20220411,202204,01,Lease Rental,,,,,,,IN,TAX INVOICE,Regular,N,,Y,N,,N,N,N,N,B2B,,37AABCI4082J1ZF,Hitachi Payment Services Pvt. Ltd.,Hitachi Payment Services Pvt. Ltd.,8 117 POLICE GROUND,OPP COURT MAIN RAOD CHODAVARAM ,Andhra Pradesh,531036,37,,,37,5,                 272,                0.00,997314,,Rental services office machinery & equipment,Y,OTH,1,0,230.0000,0,0,0,0,230.0000,                0.00,0.0000,                9.00,21.0000,                9.00,21.0000,                0.00,                0.00,0,0,0,0,0,0,,0,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,PPSPL2655,
OPC,ERP Applications,Lease Rental,E,Andhra Pradesh,NA,37AAACO7555K1Z0,OPC Asset Solutions Private Limited,OPC Asset Solutions Private Limited,2ND FLOOR H No 26 23 26 Sundaramma st. ,Gandhi Nagar Krishna ,Andhra Pradesh,520003,37,,,AP/APR22/020,20220411,AP/APR22/020,20220411,202204,01,Lease Rental,,,,,,,IN,TAX INVOICE,Regular,N,,Y,N,,N,N,N,N,B2B,,37AABCI4082J1ZF,Hitachi Payment Services Pvt. Ltd.,Hitachi Payment Services Pvt. Ltd.,8 117 POLICE GROUND,OPP COURT MAIN RAOD CHODAVARAM ,Andhra Pradesh,531036,37,,,37,6,                 247,                0.00,997314,,Rental services office machinery & equipment,Y,OTH,1,0,209.0000,0,0,0,0,209.0000,                0.00,0.0000,                9.00,19.0000,                9.00,19.0000,                0.00,                0.00,0,0,0,0,0,0,,0,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,PPSPL2655,
OPC,ERP Applications,Lease Rental,E,Arunachal Pradesh,NA,12AAACO7555K1ZC,OPC Asset Solutions Private Limited,OPC Asset Solutions Private Limited,Ground Floor Khoda Oye Sector A,Ward No.11 RCC Building Itanagar Capital ,Arunachal Pradesh,791113,12,,,AR/APR22/003,20220411,AR/APR22/003,20220411,202204,01,Lease Rental,,,,,,,IN,TAX INVOICE,Regular,N,,Y,N,,N,N,N,N,B2B,,33AABCI4082J1ZN,Hitachi Payment Services Pvt. Ltd.,Hitachi Payment Services Pvt. Ltd.,NO. 23 1 B MPL SILICON TOWERS,7TH FLOOR VELACHERRY TAMBARAM MAIN ROAD,Tamil Nadu,600100,33,,,33,1,                9331,                0.00,997319,,Rental services other machinery & equipment,Y,OTH,1,0,7908.0000,0,0,0,0,7908.0000,               18.00,1423.0000,                0.00,0.0000,                0.00,0.0000,                0.00,                0.00,0,0,0,0,0,0,,0,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,PPSPL2899,
OPC,ERP Applications,Lease Rental,E,Assam,NA,18AAACO7555K1Z0,OPC Asset Solutions Private Limited,OPC Asset Solutions Private Limited,3rd Floor Monal Tower GS Rd ,Behind SBI Dispur Branch ,Assam,781006,18,,,AS/APR22/007,20220411,AS/APR22/007,20220411,202204,01,Lease Rental,,,,,,,IN,TAX INVOICE,Regular,N,,Y,N,,N,N,N,N,B2B,,33AABCI4082J1ZN,Hitachi Payment Services Pvt. Ltd.,Hitachi Payment Services Pvt. Ltd.,NO. 23 1 B MPL SILICON TOWERS,7TH FLOOR VELACHERRY TAMBARAM MAIN ROAD,Tamil Nadu,600100,33,,,33,1,               93766,                0.00,997314,,Rental services office machinery & equipment,Y,OTH,1,0,79463.0000,0,0,0,0,79463.0000,               18.00,14303.0000,                0.00,0.0000,                0.00,0.0000,                0.00,                0.00,0,0,0,0,0,0,,0,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,PPSPL2656,
OPC,ERP Applications,Lease Rental,E,Assam,NA,18AAACO7555K1Z0,OPC Asset Solutions Private Limited,OPC Asset Solutions Private Limited,3rd Floor Monal Tower GS Rd ,Behind SBI Dispur Branch ,Assam,781006,18,,,AS/APR22/007,20220411,AS/APR22/007,20220411,202204,01,Lease Rental,,,,,,,IN,TAX INVOICE,Regular,N,,Y,N,,N,N,N,N,B2B,,33AABCI4082J1ZN,Hitachi Payment Services Pvt. Ltd.,Hitachi Payment Services Pvt. Ltd.,NO. 23 1 B MPL SILICON TOWERS,7TH FLOOR VELACHERRY TAMBARAM MAIN ROAD,Tamil Nadu,600100,33,,,33,2,               83044,                0.00,997319,,Rental services other machinery & equipment,Y,OTH,1,0,70376.0000,0,0,0,0,70376.0000,               18.00,12668.0000,                0.00,0.0000,                0.00,0.0000,                0.00,                0.00,0,0,0,0,0,0,,0,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,PPSPL2656,
OPC,ERP Applications,Lease Rental,E,Assam,NA,18AAACO7555K1Z0,OPC Asset Solutions Private Limited,OPC Asset Solutions Private Limited,3rd Floor Monal Tower GS Rd ,Behind SBI Dispur Branch ,Assam,781006,18,,,AS/APR22/007,20220411,AS/APR22/007,20220411,202204,01,Lease Rental,,,,,,,IN,TAX INVOICE,Regular,N,,Y,N,,N,N,N,N,B2B,,33AABCI4082J1ZN,Hitachi Payment Services Pvt. Ltd.,Hitachi Payment Services Pvt. Ltd.,NO. 23 1 B MPL SILICON TOWERS,7TH FLOOR VELACHERRY TAMBARAM MAIN ROAD,Tamil Nadu,600100,33,,,33,3,               11983,                0.00,997314,,Rental services office machinery & equipment,Y,OTH,1,0,10155.0000,0,0,0,0,10155.0000,               18.00,1828.0000,                0.00,0.0000,                0.00,0.0000,                0.00,                0.00,0,0,0,0,0,0,,0,,,,,,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,,,,,,,,,0,,,,,,,,,,,,,,PPSPL2656,
